"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"DIXON","Dixon Technologies (India) Limited","7(2)","GEETA VASWANI","Promoter Group","Equity Shares","173618","1.5",,"2500","12830343","Sell","Equity Shares","171118","1.48","15-Jun-2020","15-Jun-2020","16-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Jun-2020 20:01","https://archives.nseindia.com/corporate/xbrl/IT_1073713_266147_17062020080102_WEB.xml"
"DIXON","Dixon Technologies (India) Limited","7(2)","RADHEY SHYAM","Employees/Designated Employees","Equity Shares","40","0",,"40","210600","Sell","Equity Shares","Nil","0","15-Jun-2020","15-Jun-2020","16-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Jun-2020 20:01","https://archives.nseindia.com/corporate/xbrl/IT_1073713_266147_17062020080102_WEB.xml"
"DIXON","Dixon Technologies (India) Limited","7(2)","RAJEEV LONIAL","Employees/Designated Employees","Equity Shares","9000","0.08",,"2266","11708422","Sell","Equity Shares","6734","0.06","15-Jun-2020","15-Jun-2020","16-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Jun-2020 20:01","https://archives.nseindia.com/corporate/xbrl/IT_1073713_266147_17062020080102_WEB.xml"
"DIXON","Dixon Technologies (India) Limited","7(2)","ASHISH KUMAR","Key Managerial Personnel","Equity Shares","3268","0.03",,"250","1337500","Sell","Equity Shares","3018","0.03","17-Jun-2020","17-Jun-2020","17-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Jun-2020 20:01","https://archives.nseindia.com/corporate/xbrl/IT_1073713_266147_17062020080102_WEB.xml"
"DIXON","Dixon Technologies (India) Limited","7(2)","KAILASH CHANDER SHARMA","Employees/Designated Employees","Equity Shares","12930","0.11",,"200","1085000","Sell","Equity Shares","12730","0.11","16-Jun-2020","16-Jun-2020","17-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Jun-2020 20:01","https://archives.nseindia.com/corporate/xbrl/IT_1073713_266147_17062020080102_WEB.xml"
"DIXON","Dixon Technologies (India) Limited","7(2)","RAJEEV LONIAL","Employees/Designated Employees","Equity Shares","6734","0.06",,"834","4502665","Sell","Equity Shares","5900","0.05","16-Jun-2020","16-Jun-2020","17-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Jun-2020 20:01","https://archives.nseindia.com/corporate/xbrl/IT_1073713_266147_17062020080102_WEB.xml"
"DIXON","Dixon Technologies (India) Limited","7(2)","NITYANAND PANDEY","Employees/Designated Employees","Equity Shares","1967","0.02",,"150","767161","Sell","Equity Shares","1817","0.02","15-Jun-2020","15-Jun-2020","17-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Jun-2020 20:01","https://archives.nseindia.com/corporate/xbrl/IT_1073713_266147_17062020080102_WEB.xml"
"DIXON","Dixon Technologies (India) Limited","7(2)","NITYANAND PANDEY","Employees/Designated Employees","Equity Shares","1817","0.02",,"50","269353","Sell","Equity Shares","1767","0.02","16-Jun-2020","16-Jun-2020","17-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Jun-2020 20:01","https://archives.nseindia.com/corporate/xbrl/IT_1073713_266147_17062020080102_WEB.xml"
"DIXON","Dixon Technologies (India) Limited","7(2)","ASHISH KUMAR","Key Managerial Personnel","Equity Shares","3768","0.03",,"500","2600000","Sell","Equity Shares","3268","0.03","15-Jun-2020","15-Jun-2020","15-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Jun-2020 20:01","https://archives.nseindia.com/corporate/xbrl/IT_1073713_266147_17062020080102_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","MUKESH D AMBANI","Promoters","Equity Shares","7500000","0.12",,"552020","173472285","Buy","Equity Shares","8052020","0.12","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 19:57","https://archives.nseindia.com/corporate/xbrl/IT_1073709_266139_17062020075722_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","NITA M AMBANI","Promoters","Equity Shares","7500000","0.12",,"552021","173472599","Buy","Equity Shares","8052021","0.12","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 19:57","https://archives.nseindia.com/corporate/xbrl/IT_1073709_266139_17062020075722_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","Reliance Industries Holding Private Ltd","Promoters","Equity Shares","257537726","4.06",,"46477130","14605438103","Buy","Equity Shares","304014856","4.5","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 19:57","https://archives.nseindia.com/corporate/xbrl/IT_1073709_266139_17062020075722_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","Exotic Officeinfra Private Limited","Promoters","Equity Shares","25776","0",,"1898","596447","Buy","Equity Shares","27674","0","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 19:57","https://archives.nseindia.com/corporate/xbrl/IT_1073709_266139_17062020075722_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","RELIANCE INDUSTRIAL INFRASTRUCTURE LIMITED","Promoters","Equity Shares","344000","0.01",,"22933","7206695","Buy","Equity Shares","366933","0.01","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 19:57","https://archives.nseindia.com/corporate/xbrl/IT_1073709_266139_17062020075722_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","RELIANCE WELFARE ASSOCIATION","Promoters","Equity Shares","5010936","0.08",,"334061","104978669","Buy","Equity Shares","5344997","0.08","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 19:57","https://archives.nseindia.com/corporate/xbrl/IT_1073709_266139_17062020075722_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","SHRIKRISHNA TRADECOM LLP","Promoters","Equity Shares","13355000","0.21",,"982965","308896751","Buy","Equity Shares","14337965","0.21","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 19:57","https://archives.nseindia.com/corporate/xbrl/IT_1073709_266139_17062020075722_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","SHREEJI COMTRADE LLP","Promoters","Equity Shares","13355000","0.21",,"982965","308896751","Buy","Equity Shares","14337965","0.21","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 19:57","https://archives.nseindia.com/corporate/xbrl/IT_1073709_266139_17062020075722_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","VASUPRADA ENTERPRISES LLP","Promoters","Equity Shares","1233680","0.02",,"82245","25845491","Buy","Equity Shares","1315925","0.02","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 19:57","https://archives.nseindia.com/corporate/xbrl/IT_1073709_266139_17062020075722_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","SVAR ENTERPRISES LLP","Promoters","Equity Shares","12740032","0.2",,"849335","266903524","Buy","Equity Shares","13589367","0.2","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 19:57","https://archives.nseindia.com/corporate/xbrl/IT_1073709_266139_17062020075722_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","SAMARJIT ENTERPRISES LLP","Promoters","Equity Shares","116081370","1.83",,"8543904","2684921832","Buy","Equity Shares","124625274","1.84","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 19:57","https://archives.nseindia.com/corporate/xbrl/IT_1073709_266139_17062020075722_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","TATTVAM ENTERPRISES LLP","Promoters","Equity Shares","508166996","8.02",,"37402464","11753724312","Buy","Equity Shares","545569460","8.07","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 19:57","https://archives.nseindia.com/corporate/xbrl/IT_1073709_266139_17062020075722_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","KARUNA COMMERCIALS LLP","Promoters","Equity Shares","508166996","8.02",,"37402464","11753724312","Buy","Equity Shares","545569460","8.07","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 19:57","https://archives.nseindia.com/corporate/xbrl/IT_1073709_266139_17062020075722_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","DEVARSHI COMMERCIALS LLP","Promoters","Equity Shares","508166996","8.02",,"37402464","11753724312","Buy","Equity Shares","545569460","8.07","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 19:57","https://archives.nseindia.com/corporate/xbrl/IT_1073709_266139_17062020075722_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","ISHA M AMBANI","Promoters","Equity Shares","7500000","0.12",,"552021","173472599","Buy","Equity Shares","8052021","0.12","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 19:57","https://archives.nseindia.com/corporate/xbrl/IT_1073709_266139_17062020075722_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","AKASH MUKESH AMBANI","Promoters","Equity Shares","7500000","0.12",,"552021","173472599","Buy","Equity Shares","8052021","0.12","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 19:57","https://archives.nseindia.com/corporate/xbrl/IT_1073709_266139_17062020075722_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","ANANT MUKESH AMBANI","Promoters","Equity Shares","7500000","0.12",,"552021","173472599","Buy","Equity Shares","8052021","0.12","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 19:57","https://archives.nseindia.com/corporate/xbrl/IT_1073709_266139_17062020075722_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","KOKILA D. AMBANI","Promoters","Equity Shares","14662148","0.23",,"1079174","339130430","Buy","Equity Shares","15741322","0.23","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 19:57","https://archives.nseindia.com/corporate/xbrl/IT_1073709_266139_17062020075722_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","SRICHAKRA COMMERCIALS LLP","Promoters","Equity Shares","688895274","10.87",,"50704555","15933906409","Buy","Equity Shares","739599829","10.94","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 19:57","https://archives.nseindia.com/corporate/xbrl/IT_1073709_266139_17062020075722_WEB.xml"
"ORIENTHOT","Oriental Hotels Limited","7(2)","IHOCO BVI","Promoter Group","Equity Shares","Nil","0",,"7150000","147290000","Buy","Equity Shares","7150000","4","16-Jun-2020","16-Jun-2020","17-Jun-2020","Conversion of security","-","-","0","0","0","0","NA","-","17-Jun-2020 19:51","https://archives.nseindia.com/corporate/xbrl/IT_1073707_266132_17062020075128_WEB.xml"
"MITTAL","Mittal Life Style Limited","7(2)","MITTAL BRIJESHKUMAR JAGDI SHKUMAR","Promoter Group","Equity Shares","1476167","12.56",,"43000","6509770","Sell","Equity Shares","1433167","12.2","16-Jun-2020","16-Jun-2020","17-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Jun-2020 19:51","https://archives.nseindia.com/corporate/xbrl/IT_1073706_266130_17062020075126_WEB.xml"
"BAJFINANCE","Bajaj Finance Limited","7(2)","Shri Raul Raj Verma","Employees/Designated Employees","Equity Shares","42802","0",,"1000","2340000","Sell","Equity Shares","41802","0","15-Jun-2020","15-Jun-2020","16-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Jun-2020 19:43","https://archives.nseindia.com/corporate/xbrl/IT_1073703_266124_17062020074314_WEB.xml"
"BAJFINANCE","Bajaj Finance Limited","7(2)","Shri Raul Raj Verma","Employees/Designated Employees","Equity Shares","41502","0",,"1300","994981","Buy","Equity Shares","42802","0","12-Jun-2020","12-Jun-2020","16-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","17-Jun-2020 19:43","https://archives.nseindia.com/corporate/xbrl/IT_1073703_266124_17062020074314_WEB.xml"
"BAJFINANCE","Bajaj Finance Limited","7(2)","Shri Atul Jain","Employees/Designated Employees","Equity Shares","62100","0.01",,"11000","26516710","Sell","Equity Shares","51100","0","17-Jun-2020","17-Jun-2020","17-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Jun-2020 19:43","https://archives.nseindia.com/corporate/xbrl/IT_1073703_266124_17062020074314_WEB.xml"
"BAJFINANCE","Bajaj Finance Limited","7(2)","Shri Manav Mianwal","Employees/Designated Employees","Equity Shares","8604","0",,"374","899967","Sell","Equity Shares","8230","0","17-Jun-2020","17-Jun-2020","17-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Jun-2020 19:43","https://archives.nseindia.com/corporate/xbrl/IT_1073703_266124_17062020074314_WEB.xml"
"BAJFINANCE","Bajaj Finance Limited","7(2)","Shri Manav Mianwal","Employees/Designated Employees","Equity Shares","8230","0",,"4100","9881000","Sell","Equity Shares","4130","0","17-Jun-2020","17-Jun-2020","17-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Jun-2020 19:43","https://archives.nseindia.com/corporate/xbrl/IT_1073703_266124_17062020074314_WEB.xml"
"BAJFINANCE","Bajaj Finance Limited","7(2)","Shri Manav Mianwal","Employees/Designated Employees","Equity Shares","4130","0",,"4474","6029834","Buy","Equity Shares","8604","0","17-Jun-2020","17-Jun-2020","17-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","17-Jun-2020 19:43","https://archives.nseindia.com/corporate/xbrl/IT_1073703_266124_17062020074314_WEB.xml"
"BAJFINANCE","Bajaj Finance Limited","7(2)","Shri Rajib Bhowmick","Employees/Designated Employees","Equity Shares","46544","0",,"2375","1817754","Buy","Equity Shares","48919","0","17-Jun-2020","17-Jun-2020","17-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","17-Jun-2020 19:43","https://archives.nseindia.com/corporate/xbrl/IT_1073703_266124_17062020074314_WEB.xml"
"BAJFINANCE","Bajaj Finance Limited","7(2)","Shri Raul Raj Verma","Employees/Designated Employees","Equity Shares","41802","0",,"1500","3547500","Sell","Equity Shares","40302","0","16-Jun-2020","16-Jun-2020","16-Jun-2020","Market Sale","-","-","0","0","0","0","BSE","-","17-Jun-2020 19:43","https://archives.nseindia.com/corporate/xbrl/IT_1073703_266124_17062020074314_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","KAUSHAL VYAS","Employees/Designated Employees","Equity Shares","11769","0",,"11769","3966059","Sell","Equity Shares","Nil","0","20-May-2020","17-Jun-2020","17-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Jun-2020 19:43","https://archives.nseindia.com/corporate/xbrl/IT_1073702_266122_17062020074301_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","SANDEEP BAKHSHI","Key Managerial Personnel","Equity Shares","220005","0",,"20000","6840000","Sell","Equity Shares","200005","0","16-Jun-2020","16-Jun-2020","17-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Jun-2020 19:43","https://archives.nseindia.com/corporate/xbrl/IT_1073702_266122_17062020074301_WEB.xml"
"ADANIENT","Adani Enterprises Limited","7(2)","Gautam S Adani / Rajesh S Adani (on behalf of S.B. Adani Family Trust)","Promoter Group","Equity Shares","621197910","56.48",,"5500000","804100000","Pledge Revoke","Equity Shares","621197910","56.48","16-Jun-2020","16-Jun-2020","17-Jun-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","17-Jun-2020 19:05","https://archives.nseindia.com/corporate/xbrl/IT_1073700_266099_17062020070549_WEB.xml"
"AXISBANK","Axis Bank Limited","7(2)","Debarchan Mishra","Other","Equity Shares","62658","0",,"11000","3928070","Buy","Equity Shares","73658","0","16-Jun-2020","16-Jun-2020","16-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","17-Jun-2020 18:53","https://archives.nseindia.com/corporate/xbrl/IT_1073698_266089_17062020065312_WEB.xml"
"AXISBANK","Axis Bank Limited","7(2)","Ameet Bharadwaj","Other","Equity Shares","10483","0",,"4000","1709912","Sell","Equity Shares","6483","0","11-Jun-2020","11-Jun-2020","15-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Jun-2020 18:53","https://archives.nseindia.com/corporate/xbrl/IT_1073698_266089_17062020065312_WEB.xml"
"JUBLFOOD","Jubilant Foodworks Limited","7(2)","JUBILANT CONSUMER PRIVATE LIMITED","Promoters","Equity Shares","55346483","41.94",,"500000","848850000","Pledge Revoke","Equity Shares","55346483","41.94","15-Jun-2020","15-Jun-2020","16-Jun-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","17-Jun-2020 18:40","https://archives.nseindia.com/corporate/xbrl/IT_1073695_266086_17062020064014_WEB.xml"
"BANDHANBNK","Bandhan Bank Limited","7(2)","JAYESH KALYANDAS GANGWANI","Employees/Designated Employees","Equity Shares","154095","0.01",,"1000","226590","Sell","Equity Shares","153095","0.01","01-Jun-2020","01-Jun-2020","16-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Jun-2020 18:39","https://archives.nseindia.com/corporate/xbrl/IT_1073694_266084_17062020063946_WEB.xml"
"BANDHANBNK","Bandhan Bank Limited","7(2)","JAYESH KALYANDAS GANGWANI","Employees/Designated Employees","Equity Shares","150607","0.01",,"2000","541000","Sell","Equity Shares","148607","0.01","16-Jun-2020","16-Jun-2020","16-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Jun-2020 18:39","https://archives.nseindia.com/corporate/xbrl/IT_1073694_266084_17062020063946_WEB.xml"
"BANDHANBNK","Bandhan Bank Limited","7(2)","JAYESH KALYANDAS GANGWANI","Employees/Designated Employees","Equity Shares","152595","0.01",,"1988","521551","Sell","Equity Shares","150607","0.01","08-Jun-2020","08-Jun-2020","16-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Jun-2020 18:39","https://archives.nseindia.com/corporate/xbrl/IT_1073694_266084_17062020063946_WEB.xml"
"BANDHANBNK","Bandhan Bank Limited","7(2)","JAYESH KALYANDAS GANGWANI","Employees/Designated Employees","Equity Shares","153095","0.01",,"500","114770","Sell","Equity Shares","152595","0.01","02-Jun-2020","02-Jun-2020","16-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Jun-2020 18:39","https://archives.nseindia.com/corporate/xbrl/IT_1073694_266084_17062020063946_WEB.xml"
"TANLA","Tanla Solutions Limited","7(2)","DEEPAK SATYAPRAKASH GOYAL","Employees/Designated Employees","Equity Shares","3662003","2.41",,"12258","835083","Buy","Equity Shares","3674261","2.41","15-Jun-2020","15-Jun-2020","16-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","17-Jun-2020 18:23","https://archives.nseindia.com/corporate/xbrl/IT_1073691_266065_17062020062330_WEB.xml"
"TANLA","Tanla Solutions Limited","7(2)","DEEPAK SATYAPRAKASH GOYAL","Employees/Designated Employees","Equity Shares","3660000","2.4",,"2003","136494","Buy","Equity Shares","3662003","2.41","15-Jun-2020","15-Jun-2020","16-Jun-2020","Market Purchase","-","-","0","0","0","0","BSE","-","17-Jun-2020 18:23","https://archives.nseindia.com/corporate/xbrl/IT_1073691_266065_17062020062330_WEB.xml"
"HDFCAMC","HDFC Asset Management Company Limited","7(2)","KRISHAN KUMAR DAGA","Employees/Designated Employees","Equity Shares","49950","0.02",,"720","1910045","Sell","Equity Shares","49230","0.02","15-Jun-2020","15-Jun-2020","16-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Jun-2020 18:22","https://archives.nseindia.com/corporate/xbrl/IT_1073690_266063_17062020062217_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","ROHAN MERCHANT","Immediate relative","Equity Shares","600000","0.01",,"44000","13827000","Buy","Equity Shares","644000","0.01","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 17:50","https://archives.nseindia.com/corporate/xbrl/IT_1073687_266052_17062020055030_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","ANURADHA SETHURAMAN","Immediate relative","Equity Shares","3466","0",,"1800","342000","Buy","Equity Shares","5266","0","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 17:50","https://archives.nseindia.com/corporate/xbrl/IT_1073687_266052_17062020055030_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","LAXMIDAS VALLABDAS MERCHANT","Employees/Designated Employees","Equity Shares","531460","0.01",,"102774","32296729","Buy","Equity Shares","634234","0.01","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 17:50","https://archives.nseindia.com/corporate/xbrl/IT_1073687_266052_17062020055030_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","ANURADHA SETHURAMAN","Immediate relative","Equity Shares","130000","0",,"3866","1214890","Buy","Equity Shares","133866","0","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 17:50","https://archives.nseindia.com/corporate/xbrl/IT_1073687_266052_17062020055030_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","HITAL RASIKLAL MESWANI","Director","Equity Shares","1508772","0.02",,"214916","67537353","Buy","Equity Shares","1723688","0.03","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 17:50","https://archives.nseindia.com/corporate/xbrl/IT_1073687_266052_17062020055030_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","NIKHIL RASIKLAL MESWANI","Director","Equity Shares","1636748","0.03",,"223781","70323179","Buy","Equity Shares","1860529","0.03","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 17:50","https://archives.nseindia.com/corporate/xbrl/IT_1073687_266052_17062020055030_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","MADHUSUDANA SIVAPRASAD PANDA","Director","Equity Shares","600000","0.01",,"40000","12570000","Buy","Equity Shares","640000","0.01","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 17:50","https://archives.nseindia.com/corporate/xbrl/IT_1073687_266052_17062020055030_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","JUVECA PANDA","Immediate relative","Equity Shares","600000","0.01",,"40000","12570000","Buy","Equity Shares","640000","0.01","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 17:50","https://archives.nseindia.com/corporate/xbrl/IT_1073687_266052_17062020055030_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","ANUJ PANDA","Immediate relative","Equity Shares","600000","0.01",,"40000","12570000","Buy","Equity Shares","640000","0.01","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 17:50","https://archives.nseindia.com/corporate/xbrl/IT_1073687_266052_17062020055030_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","YOGENDRA PREMKRISHNA TRIVEDI","Director","Equity Shares","60400","0",,"4026","1265170","Buy","Equity Shares","64426","0","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 17:50","https://archives.nseindia.com/corporate/xbrl/IT_1073687_266052_17062020055030_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","PAWAN KUMAR KAPIL","Director","Equity Shares","53000","0",,"3533","1110245","Buy","Equity Shares","56533","0","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 17:50","https://archives.nseindia.com/corporate/xbrl/IT_1073687_266052_17062020055030_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","ALOK AGARWAL","Key Managerial Personnel","Equity Shares","10252","0",,"100151","31472451","Buy","Equity Shares","110403","0","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 17:50","https://archives.nseindia.com/corporate/xbrl/IT_1073687_266052_17062020055030_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","SHOBHA AGARWAL","Immediate relative","Equity Shares","100224","0",,"6681","2099504","Buy","Equity Shares","106905","0","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 17:50","https://archives.nseindia.com/corporate/xbrl/IT_1073687_266052_17062020055030_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","SRIKANTH VENKATACHARI","Key Managerial Personnel","Equity Shares","304360","0",,"20290","6376132","Buy","Equity Shares","324650","0","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 17:50","https://archives.nseindia.com/corporate/xbrl/IT_1073687_266052_17062020055030_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","APARNA SETHURAMAN","Immediate relative","Equity Shares","53000","0",,"3889","1222118","Buy","Equity Shares","56889","0","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 17:50","https://archives.nseindia.com/corporate/xbrl/IT_1073687_266052_17062020055030_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","ANURADHA SETHURAMAN","Immediate relative","Equity Shares","6666","0",,"3200","598400","Buy","Equity Shares","9866","0","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 17:50","https://archives.nseindia.com/corporate/xbrl/IT_1073687_266052_17062020055030_WEB.xml"
"CHAMBLFERT","Chambal Fertilizers & Chemicals Limited","7(2)","THE HINDUSTAN TIMES LIMITED","Promoters","Equity Shares","57613649","13.84",,"5000","697285","Buy","Equity Shares","57618649","13.84","15-Jun-2020","15-Jun-2020","17-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","17-Jun-2020 17:41","https://archives.nseindia.com/corporate/xbrl/IT_1073685_266049_17062020054125_WEB.xml"
